Date,Zip,Country,OrderID,OrderLines
2016-04-15,771-5511,Japan,11754,"[{""ProductID"":725,""Date"":""2016-04-15"",""Units"":1,""Revenue"":115.4475,""OrderLine"":1}]"
2016-04-15,920-0922,Japan,11849,"[{""ProductID"":609,""Date"":""2016-04-15"",""Units"":1,""Revenue"":778.8375,""OrderLine"":1}]"
2016-04-15,920-0963,Japan,11857,"[{""ProductID"":573,""Date"":""2016-04-15"",""Units"":1,""Revenue"":280.6125,""OrderLine"":1}]"
2016-04-15,776-0020,Japan,11777,"[{""ProductID"":823,""Date"":""2016-04-15"",""Units"":1,""Revenue"":619.4475,""OrderLine"":1}]"
2016-05-15,3005,Australia,12820,"[{""ProductID"":713,""Date"":""2016-05-15"",""Units"":1,""Revenue"":160.0725,""OrderLine"":1}]"
2016-04-15,4460,Mexico,12099,"[{""ProductID"":2055,""Date"":""2016-04-15"",""Units"":1,""Revenue"":551.2,""OrderLine"":1}]"
2016-05-15,2112,Australia,12512,"[{""ProductID"":795,""Date"":""2016-05-15"",""Units"":1,""Revenue"":278.1975,""OrderLine"":1},{""ProductID"":195,""Date"":""2016-05-15"",""Units"":1,""Revenue"":808.5,""OrderLine"":2}]"
2016-05-15,2099,Australia,12502,"[{""ProductID"":1948,""Date"":""2016-05-15"",""Units"":1,""Revenue"":296.5725,""OrderLine"":1},{""ProductID"":1949,""Date"":""2016-05-15"",""Units"":1,""Revenue"":296.5725,""OrderLine"":2}]"
2016-04-18,2571,Australia,12266,"[{""ProductID"":1766,""Date"":""2016-04-18"",""Units"":1,""Revenue"":724.4475,""OrderLine"":1}]"
2016-05-15,822,Australia,12284,"[{""ProductID"":475,""Date"":""2016-05-15"",""Units"":1,""Revenue"":978.075,""OrderLine"":1},{""ProductID"":921,""Date"":""2016-05-15"",""Units"":1,""Revenue"":524.9475,""OrderLine"":2}]"
