Date,Zip,Country,OrderID,OrderLines
2020-03-13,47178,Germany,402796,"[{""ProductID"":1916,""Date"":""2020-03-13"",""Units"":1,""Revenue"":286.07,""OrderLine"":1}]"
2020-03-15,3135,Australia,403019,"[{""ProductID"":2280,""Date"":""2020-03-15"",""Units"":1,""Revenue"":154.8225,""OrderLine"":1}]"
2020-03-15,5113,Australia,403096,"[{""ProductID"":1417,""Date"":""2020-03-15"",""Units"":1,""Revenue"":314.895,""OrderLine"":1},{""ProductID"":517,""Date"":""2020-03-15"",""Units"":1,""Revenue"":314.895,""OrderLine"":2},{""ProductID"":519,""Date"":""2020-03-15"",""Units"":1,""Revenue"":314.895,""OrderLine"":3},{""ProductID"":392,""Date"":""2020-03-15"",""Units"":1,""Revenue"":314.895,""OrderLine"":4},{""ProductID"":513,""Date"":""2020-03-15"",""Units"":1,""Revenue"":314.895,""OrderLine"":5},{""ProductID"":514,""Date"":""2020-03-15"",""Units"":1,""Revenue"":314.895,""OrderLine"":6},{""ProductID"":515,""Date"":""2020-03-15"",""Units"":1,""Revenue"":314.895,""OrderLine"":7},{""ProductID"":516,""Date"":""2020-03-15"",""Units"":1,""Revenue"":314.895,""OrderLine"":8},{""ProductID"":517,""Date"":""2020-03-15"",""Units"":1,""Revenue"":314.895,""OrderLine"":9},{""ProductID"":518,""Date"":""2020-03-15"",""Units"":1,""Revenue"":314.895,""OrderLine"":10},{""ProductID"":520,""Date"":""2020-03-15"",""Units"":1,""Revenue"":314.895,""OrderLine"":11},{""ProductID"":522,""Date"":""2020-03-15"",""Units"":1,""Revenue"":314.895,""OrderLine"":12},{""ProductID"":523,""Date"":""2020-03-15"",""Units"":1,""Revenue"":314.895,""OrderLine"":13}]"
2020-03-14,2850,Mexico,402908,"[{""ProductID"":767,""Date"":""2020-03-14"",""Units"":1,""Revenue"":94.45,""OrderLine"":1}]"
2020-03-15,2574,Australia,402998,"[{""ProductID"":2215,""Date"":""2020-03-15"",""Units"":1,""Revenue"":335.9475,""OrderLine"":1}]"
2020-03-15,771-5412,Japan,403212,"[{""ProductID"":1009,""Date"":""2020-03-15"",""Units"":1,""Revenue"":99.6975,""OrderLine"":1}]"
2020-03-15,720-1702,Japan,403162,"[{""ProductID"":1392,""Date"":""2020-03-15"",""Units"":1,""Revenue"":154.77,""OrderLine"":1}]"
2020-03-13,771-5202,Japan,402823,"[{""ProductID"":432,""Date"":""2020-03-13"",""Units"":1,""Revenue"":923.7375,""OrderLine"":1}]"
2020-03-16,2230,Australia,403313,"[{""ProductID"":940,""Date"":""2020-03-16"",""Units"":1,""Revenue"":687.6975,""OrderLine"":1}]"
2020-03-14,4100,Mexico,402909,"[{""ProductID"":976,""Date"":""2020-03-14"",""Units"":1,""Revenue"":325.45,""OrderLine"":1}]"
