Date,Zip,Country,OrderID,OrderLines
2023-06-15,R3T,Canada,826885,"[{""ProductID"":981,""Date"":""2023-06-15"",""Units"":1,""Revenue"":162.6975,""OrderLine"":1}]"
2023-06-15,5166,Australia,826818,"[{""ProductID"":2236,""Date"":""2023-06-15"",""Units"":1,""Revenue"":181.0725,""OrderLine"":1}]"
2023-06-19,2059,Australia,827877,"[{""ProductID"":794,""Date"":""2023-06-19"",""Units"":2,""Revenue"":167.895,""OrderLine"":1}]"
2023-06-16,5509,Mexico,827390,"[{""ProductID"":1229,""Date"":""2023-06-16"",""Units"":1,""Revenue"":257.2,""OrderLine"":1},{""ProductID"":1203,""Date"":""2023-06-16"",""Units"":1,""Revenue"":330.7,""OrderLine"":2}]"
2023-06-15,1322,Australia,826649,"[{""ProductID"":777,""Date"":""2023-06-15"",""Units"":1,""Revenue"":118.0725,""OrderLine"":1}]"
2023-06-18,1848,Australia,827634,"[{""ProductID"":781,""Date"":""2023-06-18"",""Units"":1,""Revenue"":105.9975,""OrderLine"":1}]"
2023-06-17,920-1138,Japan,827553,"[{""ProductID"":2353,""Date"":""2023-06-17"",""Units"":1,""Revenue"":446.1975,""OrderLine"":1}]"
2023-06-16,47443,Germany,827248,"[{""ProductID"":816,""Date"":""2023-06-16"",""Units"":1,""Revenue"":362.2,""OrderLine"":1}]"
2023-06-17,4744,Australia,827450,"[{""ProductID"":438,""Date"":""2023-06-17"",""Units"":1,""Revenue"":960.4875,""OrderLine"":1}]"
2023-06-16,1212,Australia,827113,"[{""ProductID"":496,""Date"":""2023-06-16"",""Units"":1,""Revenue"":928.9875,""OrderLine"":1}]"
