Date,Zip,Country,OrderID,OrderLines
2022-12-20,22417,Germany,770574,"[{""ProductID"":604,""Date"":""2022-12-20"",""Units"":1,""Revenue"":525.79,""OrderLine"":1}]"
2022-12-20,5092,Australia,770474,"[{""ProductID"":1114,""Date"":""2022-12-20"",""Units"":1,""Revenue"":157.4475,""OrderLine"":1}]"
2022-12-21,3286,Australia,770876,"[{""ProductID"":2280,""Date"":""2022-12-21"",""Units"":1,""Revenue"":162.6975,""OrderLine"":1},{""ProductID"":2352,""Date"":""2022-12-21"",""Units"":1,""Revenue"":372.6975,""OrderLine"":2}]"
2022-12-20,920-3131,Japan,770645,"[{""ProductID"":990,""Date"":""2022-12-20"",""Units"":1,""Revenue"":435.6975,""OrderLine"":1}]"
2022-12-18,722-1626,Japan,770036,"[{""ProductID"":2394,""Date"":""2022-12-18"",""Units"":1,""Revenue"":131.1975,""OrderLine"":1}]"
2022-12-19,722-1112,Japan,770109,"[{""ProductID"":644,""Date"":""2022-12-19"",""Units"":1,""Revenue"":903.2625,""OrderLine"":1}]"
2022-12-21,1136,Australia,770712,"[{""ProductID"":1987,""Date"":""2022-12-21"",""Units"":1,""Revenue"":162.6975,""OrderLine"":1},{""ProductID"":163,""Date"":""2022-12-21"",""Units"":1,""Revenue"":566.475,""OrderLine"":2}]"
2022-12-20,2758,Australia,770359,"[{""ProductID"":2073,""Date"":""2022-12-20"",""Units"":1,""Revenue"":359.5725,""OrderLine"":1}]"
2022-12-21,4718,Australia,771004,"[{""ProductID"":1124,""Date"":""2022-12-21"",""Units"":1,""Revenue"":682.4475,""OrderLine"":1},{""ProductID"":1187,""Date"":""2022-12-21"",""Units"":1,""Revenue"":451.4475,""OrderLine"":2}]"
2022-12-21,4073,Australia,770961,"[{""ProductID"":910,""Date"":""2022-12-21"",""Units"":1,""Revenue"":435.6975,""OrderLine"":1}]"
