Date,Zip,Country,OrderID,OrderLines
2017-09-29,747-0022,Japan,107237,"[{""ProductID"":2050,""Date"":""2017-09-29"",""Units"":1,""Revenue"":501.3225,""OrderLine"":1}]"
2017-09-30,1830,Australia,107451,"[{""ProductID"":247,""Date"":""2017-09-30"",""Units"":1,""Revenue"":367.2375,""OrderLine"":1}]"
2017-09-30,2849,Australia,107669,"[{""ProductID"":992,""Date"":""2017-09-30"",""Units"":1,""Revenue"":288.6975,""OrderLine"":1}]"
2017-09-30,3496,Australia,107802,"[{""ProductID"":1131,""Date"":""2017-09-30"",""Units"":1,""Revenue"":419.9475,""OrderLine"":1}]"
2017-09-29,6022,Australia,107092,"[{""ProductID"":838,""Date"":""2017-09-29"",""Units"":1,""Revenue"":939.6975,""OrderLine"":1}]"
2017-09-29,6031,Australia,107094,"[{""ProductID"":989,""Date"":""2017-09-29"",""Units"":1,""Revenue"":467.1975,""OrderLine"":1},{""ProductID"":2070,""Date"":""2017-09-29"",""Units"":1,""Revenue"":522.3225,""OrderLine"":2},{""ProductID"":921,""Date"":""2017-09-29"",""Units"":1,""Revenue"":524.9475,""OrderLine"":3}]"
2017-09-30,6373,Australia,108193,"[{""ProductID"":1974,""Date"":""2017-09-30"",""Units"":1,""Revenue"":55.0725,""OrderLine"":1},{""ProductID"":1975,""Date"":""2017-09-30"",""Units"":1,""Revenue"":55.0725,""OrderLine"":2}]"
2017-09-30,2308,Australia,107538,"[{""ProductID"":2223,""Date"":""2017-09-30"",""Units"":1,""Revenue"":246.6975,""OrderLine"":1}]"
2017-09-30,5165,Australia,108067,"[{""ProductID"":725,""Date"":""2017-09-30"",""Units"":1,""Revenue"":115.4475,""OrderLine"":1}]"
2017-09-29,5379,Mexico,107323,"[{""ProductID"":2081,""Date"":""2017-09-29"",""Units"":1,""Revenue"":223.07,""OrderLine"":1}]"
