Date,Zip,Country,OrderID,OrderLines
2018-05-13,3032,Australia,173590,"[{""ProductID"":2205,""Date"":""2018-05-13"",""Units"":1,""Revenue"":157.4475,""OrderLine"":1}]"
2018-05-10,40721,Germany,173097,"[{""ProductID"":2379,""Date"":""2018-05-10"",""Units"":1,""Revenue"":178.45,""OrderLine"":1}]"
2018-05-14,4280,Australia,173915,"[{""ProductID"":1066,""Date"":""2018-05-14"",""Units"":1,""Revenue"":304.4475,""OrderLine"":1}]"
2018-05-13,4720,Australia,173657,"[{""ProductID"":592,""Date"":""2018-05-13"",""Units"":1,""Revenue"":939.4875,""OrderLine"":1}]"
2018-05-14,4521,Australia,173927,"[{""ProductID"":1486,""Date"":""2018-05-14"",""Units"":1,""Revenue"":354.27,""OrderLine"":1},{""ProductID"":528,""Date"":""2018-05-14"",""Units"":1,""Revenue"":354.27,""OrderLine"":2},{""ProductID"":530,""Date"":""2018-05-14"",""Units"":1,""Revenue"":354.27,""OrderLine"":3},{""ProductID"":531,""Date"":""2018-05-14"",""Units"":1,""Revenue"":354.27,""OrderLine"":4},{""ProductID"":529,""Date"":""2018-05-14"",""Units"":1,""Revenue"":354.27,""OrderLine"":5},{""ProductID"":534,""Date"":""2018-05-14"",""Units"":1,""Revenue"":354.27,""OrderLine"":6},{""ProductID"":534,""Date"":""2018-05-14"",""Units"":1,""Revenue"":354.27,""OrderLine"":7},{""ProductID"":535,""Date"":""2018-05-14"",""Units"":1,""Revenue"":354.27,""OrderLine"":8},{""ProductID"":393,""Date"":""2018-05-14"",""Units"":1,""Revenue"":354.27,""OrderLine"":9}]"
2018-05-12,920-0147,Japan,173475,"[{""ProductID"":2269,""Date"":""2018-05-12"",""Units"":1,""Revenue"":288.6975,""OrderLine"":1}]"
2018-05-11,12305,Germany,173177,"[{""ProductID"":2253,""Date"":""2018-05-11"",""Units"":1,""Revenue"":136.45,""OrderLine"":1}]"
2018-05-12,22337,Germany,173414,"[{""ProductID"":604,""Date"":""2018-05-12"",""Units"":1,""Revenue"":472.24,""OrderLine"":1}]"
2018-05-12,960-0401,Japan,173495,"[{""ProductID"":921,""Date"":""2018-05-12"",""Units"":1,""Revenue"":524.9475,""OrderLine"":1}]"
2018-05-12,1293,Australia,173243,"[{""ProductID"":676,""Date"":""2018-05-12"",""Units"":1,""Revenue"":837.375,""OrderLine"":1}]"
