Date,Zip,Country,OrderID,OrderLines
2023-12-16,2137,Australia,905615,"[{""ProductID"":551,""Date"":""2023-12-16"",""Units"":1,""Revenue"":955.7625,""OrderLine"":1}]"
2023-12-20,3135,Australia,907167,"[{""ProductID"":432,""Date"":""2023-12-20"",""Units"":1,""Revenue"":930.3,""OrderLine"":1},{""ProductID"":966,""Date"":""2023-12-20"",""Units"":1,""Revenue"":503.9475,""OrderLine"":2}]"
2023-12-16,960-0651,Japan,906028,"[{""ProductID"":630,""Date"":""2023-12-16"",""Units"":1,""Revenue"":514.2375,""OrderLine"":1}]"
2023-12-16,6932,Australia,905969,"[{""ProductID"":393,""Date"":""2023-12-16"",""Units"":1,""Revenue"":267.645,""OrderLine"":1},{""ProductID"":524,""Date"":""2023-12-16"",""Units"":1,""Revenue"":267.645,""OrderLine"":2},{""ProductID"":525,""Date"":""2023-12-16"",""Units"":1,""Revenue"":267.645,""OrderLine"":3},{""ProductID"":528,""Date"":""2023-12-16"",""Units"":1,""Revenue"":267.645,""OrderLine"":4},{""ProductID"":533,""Date"":""2023-12-16"",""Units"":1,""Revenue"":267.645,""OrderLine"":5},{""ProductID"":524,""Date"":""2023-12-16"",""Units"":1,""Revenue"":267.645,""OrderLine"":6},{""ProductID"":525,""Date"":""2023-12-16"",""Units"":1,""Revenue"":267.645,""OrderLine"":7},{""ProductID"":528,""Date"":""2023-12-16"",""Units"":1,""Revenue"":267.645,""OrderLine"":8},{""ProductID"":529,""Date"":""2023-12-16"",""Units"":1,""Revenue"":267.645,""OrderLine"":9},{""ProductID"":531,""Date"":""2023-12-16"",""Units"":1,""Revenue"":267.645,""OrderLine"":10},{""ProductID"":533,""Date"":""2023-12-16"",""Units"":1,""Revenue"":267.645,""OrderLine"":11}]"
2023-12-20,2162,Australia,907075,"[{""ProductID"":2086,""Date"":""2023-12-20"",""Units"":1,""Revenue"":230.9475,""OrderLine"":1},{""ProductID"":2192,""Date"":""2023-12-20"",""Units"":1,""Revenue"":217.8225,""OrderLine"":2},{""ProductID"":2064,""Date"":""2023-12-20"",""Units"":1,""Revenue"":524.9475,""OrderLine"":3}]"
2023-12-19,2361,Australia,906476,"[{""ProductID"":2045,""Date"":""2023-12-19"",""Units"":1,""Revenue"":461.9475,""OrderLine"":1}]"
2023-12-16,6025,Australia,905931,"[{""ProductID"":2254,""Date"":""2023-12-16"",""Units"":1,""Revenue"":57.6975,""OrderLine"":1},{""ProductID"":2255,""Date"":""2023-12-16"",""Units"":1,""Revenue"":57.6975,""OrderLine"":2}]"
2023-12-20,5052,Australia,907283,"[{""ProductID"":1980,""Date"":""2023-12-20"",""Units"":1,""Revenue"":167.9475,""OrderLine"":1},{""ProductID"":1981,""Date"":""2023-12-20"",""Units"":1,""Revenue"":167.9475,""OrderLine"":2}]"
2023-12-19,2291,Australia,906465,"[{""ProductID"":490,""Date"":""2023-12-19"",""Units"":2,""Revenue"":1309.35,""OrderLine"":1},{""ProductID"":966,""Date"":""2023-12-19"",""Units"":1,""Revenue"":493.4475,""OrderLine"":2}]"
2023-12-16,3182,Australia,905720,"[{""ProductID"":2086,""Date"":""2023-12-16"",""Units"":1,""Revenue"":230.9475,""OrderLine"":1}]"
